tconst,averagerating,numvotes
tt2193364,7.3,4633
tt2193418,4.5,8409
tt2193456,5.7,1648
tt21935200,6.4,3072
tt21935486,6.3,1652
tt21935972,7.1,8545
tt21940010,7.3,25764
tt21941532,7.5,1057
tt21942560,6.8,3491
tt21942598,6.3,16363
tt21942866,6.8,91953
tt21344706,8.2,42307
tt21345944,6.9,1673
tt21348558,8.4,5414
tt21348598,6.6,2154
tt21349568,8.1,3384
tt21351566,7,2264
tt21352380,6,3144
tt21417490,3.7,1114
tt2141751,6.4,9477
tt2141773,5.4,5520
tt2141789,6.2,1806
tt2141875,3.6,1812
tt2141913,8.4,7055
tt21419928,6.7,5469
tt2142055,7.1,2010
tt21423786,8,5956
tt21426434,2.9,1236
tt21426456,6.4,1202
tt2142711,5.2,7590
tt2142797,7.2,2757
tt2142801,6.2,2884
tt2142883,5,5683
tt21430316,5.7,1159
tt21431644,3.8,2132
tt21433150,6.4,9804
tt21433690,7.1,6846
tt21434318,5.6,4849
tt21434430,5.8,3714
tt21434882,7,3846
tt21435436,3.9,2525
tt21435716,7.6,1654
tt21438352,7.2,1709
tt21438656,6.7,1366
tt2160105,5.8,12734
tt21603520,7.4,2688
tt21603982,7.7,1098
tt2160915,8.4,3605
tt21611474,7,2122
tt2152779,5.9,1454
tt2153891,4.4,1674
tt2153963,7.3,7912
tt2155025,8.5,20460
tt2155399,7.1,4114
tt2156807,7.3,4395
tt21572042,5,4449
tt2157346,6.6,2714
tt2158686,4,1117
tt2173264,6.6,1842
tt2173366,5.6,1682
tt21735972,7.1,1905
tt21736218,4.6,1081
tt2174031,5.8,1903
tt2174072,6.5,1029
tt21740806,7.8,1959
tt21740882,7,1268
tt21741198,5.6,1035
tt21741216,4.9,1203
tt21741266,6.7,1119
tt21741272,7.4,3556
tt2174367,7.7,5707
tt21745356,6,2988
tt21746178,6.3,2449
tt2174896,6.9,1623
tt2175535,5.4,2386
tt2175669,4.3,1635
tt2175672,7.5,2335
tt2176013,6.7,62346
tt2176165,7.5,21639
tt2176287,7.6,4808
tt21764074,5.4,4546
tt21764804,6.8,15234
tt2176609,7.4,7979
tt2176690,4.8,2070
tt2176722,3.7,1537
tt21767274,6.5,1289
tt2177268,6.6,12026
tt2177336,4.2,1148
tt2177461,7.8,73915
tt2177489,7.3,22616
tt2177491,6.6,5383
tt2177509,6.3,2495
tt2177511,7.3,6985
tt2177771,6.1,147878
tt2177827,6.8,3120
tt2177843,7.2,10520
tt21811888,6.2,2352
tt2181282,6.5,1841
tt2181298,3.4,2601
tt21813994,6.6,4195
tt2181460,7.5,1412
tt21814814,4.3,2150
tt21815562,5.9,19731
tt21815772,5.4,2232
tt21816824,7.2,3849
tt21816918,4.9,1636
tt21818188,5.5,1045
tt21818260,7.6,7905
tt2181831,8.2,21468
tt21818370,7.6,1953
tt2181853,5.8,1214
tt2181855,5.1,1101
tt2181867,6.6,1658
tt21818782,5.9,28916
tt21818816,8.5,2722
tt2181889,4.3,1142
tt21818968,2.6,1464
tt21819228,7.7,19002
tt21819250,7.3,6739
tt21819258,6.7,1198
tt2181931,7.8,44683
tt2181959,5.9,3360
tt21819994,5.9,3605
tt2182001,7.4,6594
tt2182019,5.5,3108
tt2182121,5.6,4542
tt21822078,7.5,5620
tt2182209,6.2,1019
tt2182229,6.9,9146
tt2182237,6.2,1100
tt2182239,6,1102
tt2182256,5.7,11233
tt21822590,7.2,8024
tt21823606,7,137556
tt2182427,6.7,1916
tt21824986,3.6,1077
tt21825416,7.1,2526
tt21825858,7,4592
tt21827042,7.3,1430
tt21827144,6.6,2062
tt21828868,7.7,9192
tt2182972,5.8,10606
tt2183014,6.8,41901
tt2183034,5.7,20365
tt21830836,5.1,4348
tt21830902,6.1,32581
tt2183152,6.1,2768
tt21831910,6.5,11989
tt21833376,7.4,2674
tt21833834,6.2,2435
tt2183404,8.3,28849
tt21835934,6.7,1265
tt2183641,8.1,24074
tt21836538,7.1,6518
tt2186562,5.6,1046
tt2186712,5.5,1075
tt2186715,6.6,5449
tt2186731,3.2,1185
tt21867370,6.6,2619
tt21867388,7.5,2678
tt21867434,7.3,67086
tt21867590,7.2,1650
tt21867596,7,9570
tt2186766,5,1235
tt2186781,7,2970
tt2186783,4.9,2190
tt2186812,6.3,13189
tt2186819,6.1,2349
tt2186848,5.8,7395
tt21869176,6.4,1457
tt2186933,6.6,4193
tt21869784,6,1486
tt2187115,7.3,9130
tt2187153,8.1,41002
tt2187248,7.9,1207
tt21873280,7.4,1180
tt21874046,6,8511
tt21874396,7.1,16235
tt2187444,3.9,2070
tt21874690,6.5,1025
tt21874760,6.7,13090
tt21874900,7.4,11521
tt21875120,7,1376
tt21875178,7,1065
tt21875462,7.1,2604
tt2187850,8.4,6821
tt2187884,5.1,10376
tt2187972,4.5,1124
tt21881982,6.1,1350
tt2188249,7.6,1163
tt21882650,5.4,1371
tt2188655,5.8,2452
tt2188671,8.1,124746
tt2188717,4.5,2066
tt2188733,7.7,1094
tt2188931,7.1,4069
tt2189221,7,46510
tt2189461,7.9,83640
tt2198161,7.5,8221
tt2198235,6.6,1596
tt2198241,4.7,3163
tt2198333,6.7,1028
tt21983580,7.8,2112
tt21983758,6.3,14420
tt21986198,5.7,1077
tt21987088,8.2,5130
tt21987878,6.9,1121
tt21988182,5.5,4344
tt21989120,6.5,3774
tt2198956,6.4,4537
tt21991254,7.6,4640
tt21991654,5.5,13716
tt2199251,3.8,2475
tt21993130,7.4,3365
tt2199436,7.2,1042
tt2199448,6.8,1192
tt21994906,6.4,11666
tt2199543,6.3,3603
tt2199571,6.6,119468
tt2199618,7.1,1927
tt21996838,6.6,1522
tt2199711,7.9,43136
tt21997328,5.7,1327
tt21998526,6.6,11147
tt22000548,6.9,1193
tt22000754,7.1,2073
tt22001304,6.6,3313
tt22001978,5.2,3937
tt22002370,6.5,2567
tt22003362,7.2,1606
tt22004344,7,16087
tt22006348,6.8,1133
tt22036922,5,3007
tt22037054,4.6,1117
tt22037066,7.4,6098
tt22037876,6.9,3043
tt22037984,5.5,3078
tt22039142,7.5,1700
tt2203939,6,159686
tt2204080,6.6,5763
tt22041854,6.4,52794
tt22042292,7.7,1057
tt22042346,5.1,3824
tt2204243,6.3,5348
tt22042742,5.1,7173
tt2204340,5.7,2529
tt2204371,7,5198
tt2204379,5.9,4856
tt22045768,7.5,1975
tt22048412,6.2,83632
tt22050754,4.7,27706
tt22050856,5.8,1363
tt2205401,5,12990
tt22054798,7.3,2065
tt2205589,1.4,1010
tt2205697,7.2,95158
tt22058628,5.8,4257
tt2205904,7,8196
tt22059224,8.6,1313
tt2205948,7.6,1941
tt22059768,6.6,1566
tt2209418,7.9,184068
tt2209764,6.2,245950
tt2209792,5.7,1251
tt22099068,3.5,4701
tt2210441,8,8879
tt2210463,4.5,4328
tt2210479,7.5,15775
tt2210509,6.4,3416
tt2210581,5.1,1452
tt2210657,6.5,1105
tt2210769,7.5,9991
tt2210781,6.1,2933
tt2210823,5.4,1053
tt2210834,6.1,3248
tt2211065,8.7,1219
tt2211129,7.5,36361
tt2211173,6,9373
tt2211174,6.5,1382
tt2211457,7.1,1627
tt2212008,5.2,17818
tt2212658,6.6,1417
tt2213054,7.8,39837
tt2214864,6.1,1076
tt2214941,5.8,2025
tt2215077,6.1,2278
tt2215151,8,7168
tt22152120,5.4,2041
tt2215221,6.5,2106
tt2215267,5.3,1279
tt2215285,5,11891
tt2215291,6.1,2024
tt2215395,6.6,7998
tt2215399,6.5,3259
tt2215457,4.6,2009
tt2215477,6.4,23479
tt2215537,6.5,2668
tt22189294,6.9,2232
tt22189742,5.5,1987
tt2218988,8.2,18480
tt2219106,7.3,1102
tt2219210,4,1799
tt2219214,5.4,1598
tt2219514,6.7,4089
tt22196454,6.6,1111
tt2219650,7.5,1240
tt2220083,6.3,2655
tt22202450,6.3,1712
tt22202452,8,117742
tt22203026,5.3,3055
tt2220408,5.8,1502
tt2220642,7.9,2549
tt22207152,6,1355
tt22207602,6.8,1915
tt22207622,6.5,1376
tt2220768,7.5,1387
tt22207772,6.2,1794
tt22207786,7.1,20254
tt22207828,6.4,1386
tt22208468,2.8,2208
tt22208480,4.4,1571
tt2221648,4.9,2073
tt2222042,6.9,157786
tt2222052,6.5,7940
tt2222135,5.1,7641
tt2222206,6.3,2108
tt2222352,7.2,11196
tt2222394,7.3,11310
tt2222550,4.9,2518
tt22227040,3.6,3079
tt22227936,7.1,6519
tt2222848,8.2,2393
tt2223824,6.3,1218
tt2223990,6.8,72514
tt2224004,6.2,6844
tt2224026,6.5,120147
tt2224167,7,3069
tt2224317,7.4,17986
tt2224452,5.4,1119
tt2240312,3.3,2240
tt2240764,5.9,1223
tt2240784,7.8,1656
tt21612768,6.5,3785
tt21614420,6.5,5923
tt21614558,4.2,1556
tt21616574,5.8,1384
tt21617068,6.5,1034
tt21617996,6.5,2973
tt21618368,7.7,2056
tt21618750,6.7,2932
tt2161962,6.5,1262
tt2161980,7.2,1590
tt21621494,8,13562
tt21622048,6.3,2954
tt2178256,7.3,3280
tt2178470,7.3,57194
tt2178501,7.6,3603
tt2178508,4.4,11986
tt2178941,7.2,16976
tt2179007,4.1,1618
tt2179055,6.7,1036
tt2179087,4.5,1448
tt2179116,7.1,87221
tt2179121,7.3,19889
tt2179133,8.1,1854
tt2179136,7.3,564557
tt2179226,4.4,2278
tt2179231,6.2,4822
tt2179239,5.1,1757
tt2179936,4.6,2145
tt21800162,7.7,17791
tt21800888,7,2007
tt2180158,1.5,4399
tt2180168,6.4,2173
tt21802440,6.9,2240
tt2180271,7.8,7009
tt2180277,6.1,1436
tt2180333,3.9,1879
tt2180335,6.4,1430
tt2180339,5.5,69913
tt2180351,7.4,1235
tt2180411,5.9,153060
tt2180477,7.8,18156
tt2180543,3.6,1315
tt2180583,3.1,1077
tt2180587,6.5,1029
tt21807222,6.6,95709
tt2180883,7.7,3469
tt2180994,5.3,13928
tt21810074,2.9,1236
tt21810110,5.7,5456
tt21810682,5.9,8959
tt21811062,7.5,2569
tt2189801,7.4,1177
tt2190367,7.1,9480
tt2190467,5.9,2193
tt2190483,7.2,1908
tt21905744,4.7,6587
tt21905940,6.8,1222
tt21906206,5.2,1805
tt21906238,7.9,16444
tt21906554,6.6,6685
tt2190838,5.2,5363
tt21908428,4.4,1043
tt21908550,8,6118
tt21908676,5.3,4936
tt21908802,7.1,2868
tt21908892,7.3,1173
tt21908964,6.1,8802
tt21909366,5.6,2597
tt21909764,6.1,42585
tt21909844,6.1,2162
tt2191082,5.8,4717
tt21911406,6.3,1486
tt2191148,7.7,1272
tt2191332,7.1,3045
tt21913634,4.3,1477
tt2191394,7.1,2771
tt2191400,6.5,2455
tt2191567,6.6,1174
tt21916016,7.6,12075
tt2191613,5.9,1138
tt21916206,3.6,1951
tt2191671,7.9,125796
tt2191701,5.4,188380
tt21917050,6.9,1774
tt2191721,3.7,1277
tt2191746,7.2,2388
tt2191765,6.2,11244
tt2191888,5.7,4558
tt2191991,7.9,2703
tt2192016,7.4,6826
tt2192477,6.8,2175
tt2192582,6.9,2029
tt22008216,6.3,1131
tt2200908,7.1,1545
tt22010428,8.5,6526
tt22010560,7.3,4865
tt22010586,6.4,4017
tt2201211,6.7,1732
tt2201221,4.5,3970
tt2201227,6.9,42403
tt2201251,5.1,2265
tt2201261,5.6,2172
tt22012992,7.1,8940
tt22014226,8,57085
tt2201532,4.2,1269
tt2201548,4.8,5769
tt22015480,7,1319
tt22015488,7.4,1302
tt22015782,6.5,3728
tt22016156,5.3,11209
tt22017206,6.7,1879
tt2202086,5.8,1579
tt22021238,5.4,1008
tt22022452,7.5,243204
tt22022784,6.5,3793
tt22023218,5.8,9119
tt22023622,7.3,1053
tt2202471,6.5,1685
tt2202488,7.3,1900
tt2202569,3.3,1172
tt2202607,7.5,1905
tt22027654,7.7,7373
tt2202798,3.4,1446
tt22028080,5.8,1957
tt22029194,3.6,1616
tt22030306,6.3,1614
tt2203143,6.8,1297
tt2203308,7.1,37787
tt2203380,8.3,1477
tt22036406,4.5,15698
tt22246514,6,1487
tt22246560,6.6,1473
tt22246626,6.4,1014
tt22247450,6.7,2500
tt22247482,7.5,4818
tt22247540,7,1769
tt22247650,5.7,1103
tt22248234,7.5,1841
tt22248254,8,2684
tt22248376,8.9,65579
tt2224902,5.1,1527
tt22249034,7.9,3026
tt2225780,5.8,1218
tt22257924,7.6,3083
tt22258178,5.1,1160
tt2226162,6.4,14757
tt2194326,8.2,2977
tt2194499,7.8,427874
tt2194599,5.3,4431
tt21946032,7.3,11510
tt21946058,5.3,2796
tt2194724,7.9,1926
tt2194826,5.9,2675
tt21950462,5.3,1525
tt21950514,5.2,1777
tt2195490,6.5,2055
tt21955196,5.8,2399
tt21955290,7.3,5141
tt2195548,6.3,21344
tt21955520,4.8,4614
tt2195566,7.6,1343
tt21955940,6.4,2221
tt21957774,5.3,22914
tt21958136,6.1,5924
tt21959422,7.3,1172
tt2196017,6.8,2633
tt2196053,6,1836
tt2196254,7.5,3073
tt21962590,6.5,2985
tt21963650,7.3,1715
tt21964626,7,4388
tt21965874,7,4555
tt2196757,7,1968
tt21967916,4.7,1205
tt21969174,6.7,1045
tt2197128,5.9,1766
tt21975100,5.5,1934
tt21975436,8.2,29969
tt21975478,7.1,1812
tt21977546,4.1,1343
tt2197797,6.8,18727
tt2197936,6.6,4589
tt21979910,6.4,12451
tt2207050,6.6,3265
tt2207072,5.6,4631
tt22071840,4.1,2612
tt22071864,5.8,1404
tt22073352,6.7,7669
tt22074164,8.2,52798
tt22074484,7.2,7558
tt2207484,2.7,3211
tt22075376,6.6,3210
tt2207658,7.2,1744
tt2207861,7.4,1767
tt22078754,6.4,2243
tt2208020,6.4,1170
tt2208144,6.6,1413
tt2208216,5.9,2929
tt22085392,5.8,1722
tt2208568,5.5,1597
tt22086334,5.2,13199
tt22091076,7.6,43771
tt22091698,5.7,1958
tt2209266,6.4,1404
tt2209300,7.3,4447
tt22093684,4.1,1781
tt2209386,6.7,3529
tt2209400,5.7,2174
tt2215673,4.4,1587
tt2215717,6.5,4567
tt2215719,6,14011
tt2215797,6.3,5575
tt2215842,7.8,17283
tt2216088,5.8,1191
tt2216156,8.4,9882
tt2216212,2.6,1576
tt2216240,7.1,17986
tt2216577,2.2,3021
tt2216600,7.3,1014
tt2216856,6,2301
tt2216964,5.2,2327
tt22169746,8.2,1104
tt22170036,7.1,14176
tt22173666,5.3,13842
tt2217458,7,3785
tt22175166,7.3,5814
tt2217759,7.7,2943
tt2217859,6.6,15081
tt2217895,6.2,3238
tt22179486,5.1,1727
tt2218003,6.2,24116
tt22180518,6.3,1853
tt22180926,7.8,1251
tt22184520,5.4,1430
tt22184976,6.5,2555
tt22185582,8.5,14583
tt22185848,5.6,2755
tt22187798,7.4,2863
tt22188452,5.6,5852
tt22188654,7.2,6965
tt22297178,7.6,6332
tt22297290,6.3,5029
tt22297570,5.2,2879
tt22297578,8.1,13588
tt22297684,6.2,4332
tt22297712,7.6,5881
tt22297722,7.6,8329
tt22297828,7.2,56210
tt22297946,8.4,4235
tt2229842,7.2,15759
tt2229848,5.4,5492
tt22299034,6.4,1311
tt22299048,5.2,1242
tt2229907,6.2,11639
tt22299436,7.1,1502
tt2230051,7.5,16667
tt22301234,6.8,3848
tt22302170,7,4848
tt2230358,5.6,47281
tt22306090,4.2,1221
tt22307338,6.7,1258
tt22307422,7.2,1555
tt22307560,6.8,1471
tt22308928,7.1,1096
tt22309174,5.4,1158
tt2231138,5.8,2232
tt22311492,7.2,1878
tt2231208,7.2,2093
tt2231251,5.8,1681
tt2231253,5.6,63988
tt2231461,6.1,199604
tt2231489,5.4,4892
tt2231554,5.1,29892
tt2231630,6.2,2287
tt2231874,5.4,7986
tt2232345,7.7,5131
tt22325698,7.5,4801
tt22325774,6.2,5112
tt2232578,4.9,1208
tt22325952,6.3,1148
tt22326484,6.6,1716
tt2233170,5.7,1639
tt22333954,5.7,2831
tt22334258,5.9,2719
tt2244871,6.6,2803
tt2244877,7.9,2613
tt2244889,6.9,1560
tt2244901,5.7,40669
tt2245003,6.8,20605
tt2245029,6.6,3908
tt2245049,6.7,2281
tt2245084,7.8,547176
tt22450920,5.5,2198
tt2245117,6.2,1608
tt2245151,5.7,4999
tt2245171,6.3,8307
tt2245195,7.1,3763
tt2245223,6.8,1561
tt2245544,8.3,3884
tt22457506,4.3,9566
tt22459586,7.2,3393
tt2245988,7.4,12967
tt22460828,8.3,1797
tt22462104,7.7,3057
tt2246565,7.4,11014
tt2246569,5.7,2975
tt2246595,4.8,1290
tt2246673,6.2,2669
tt2246724,5.9,5533
tt22467674,4.3,1089
tt2246837,6.3,7564
tt2246887,5.1,2080
tt2246924,6,1548
tt2246953,6.9,2350
tt2247129,7.3,1295
tt2247207,2,1074
tt2247476,6.6,17599
tt22475008,5.5,5811
tt22475426,6.1,1854
tt2247566,7.7,2531
tt2247692,4.8,11104
tt2250912,7.4,786272
tt2251281,5.6,12354
tt2251481,2.3,1682
tt2251662,5.3,1013
tt2251828,6.3,1262
tt2252552,3.6,2005
tt2252680,6.2,4753
tt22527810,6.2,1645
tt22528178,7.1,1595
tt22528200,5.4,5192
tt2252938,7.3,5339
tt22530172,8,1422
tt22530632,6,1051
tt22531848,7.8,10842
tt2253742,5.9,1830
tt2253780,7.5,1202
tt2253939,6.3,3082
tt22543124,5.1,4967
tt22543326,7.4,11402
tt2255085,7.6,4113
tt2255934,4.4,2192
tt2256055,5.1,2749
tt2256491,7.5,2130
tt2256612,8,1173
tt2256677,5.9,1565
tt2256703,6.6,2526
tt2263814,4.6,1447
tt2263944,7.1,31770
tt22639512,5.4,1136
tt22640398,5.6,10902
tt22640400,8,2022
tt22643896,7,1823
tt22646714,6.7,7227
tt2265171,7.9,138106
tt2265179,8.2,1685
tt2265191,4.3,2327
tt2265381,7.4,2501
tt2265398,6.1,62347
tt2265534,5.6,15559
tt2265539,7.1,1952
tt2265641,3.8,1092
tt22656762,6.9,2567
tt2266600,7.6,3936
tt2266639,5.7,4044
tt2266938,6.3,1633
tt2267968,7.1,214210
tt2267998,8.1,1156240
tt2268016,5.6,63331
tt2268018,2.5,1804
tt2268433,3.6,2525
tt2268458,6.6,20078
tt2268573,3.6,4388
tt2268732,6.9,2361
tt22687790,6.5,139438
tt22688572,4.3,3812
tt22818604,7.4,4770
tt2282016,5.7,14180
tt2282719,5.7,1569
tt22827888,5.7,1511
tt2282829,1.5,1212
tt2282849,5.4,1844
tt2283017,6.6,1312
tt2283336,5.6,159134
tt2283362,6.9,495919
tt2283748,8.1,70565
tt2284766,6.8,3710
tt22852656,7.2,1921
tt22853444,8.2,1460
tt22863968,4.1,5648
tt22866358,5.7,8052
tt2286707,7.6,1900
tt22868010,4.2,5836
tt22868842,7,1689
tt22868844,7.4,9544
tt22869490,4.6,6593
tt2286990,6.1,10292
tt2287170,6.6,2313
tt2287214,3.6,1902
tt22872370,6.8,1171
tt22872644,7.6,1604
tt2290709,3,1518
tt2290739,5,4364
tt2290789,6.7,1992
tt2290828,7.6,9363
tt2290840,7.8,7983
tt2290891,8.5,4775
tt2291284,3.8,1312
tt2291540,6.2,25416
tt2292182,2.4,1584
tt2292576,8.3,1080
tt2292621,7.9,4545
tt2292625,6.8,3526
tt2292955,7.6,2556
tt2292959,3.8,12544
tt2293002,6.6,10027
tt2293138,5.8,4614
tt2293276,6.7,1576
tt2293522,7.4,1087
tt2293640,6.4,281160
tt2293750,4.7,2707
tt22938576,5.3,3112
tt22938854,5.3,1237
tt22939186,5.5,27034
tt2294048,7.4,1801
tt2294070,6.6,1330
tt2294076,7.5,1806
tt2294189,8.1,130572
tt2294227,6.8,3865
tt2294449,7,435291
tt2294473,6.6,7203
tt2294567,4.9,2533
tt2294629,7.4,706534
tt2294677,6.6,33792
tt2294729,5.4,2975
tt2294965,6.3,2895
tt2295196,6.3,1244
tt2295564,4.7,1808
tt2295722,5.8,9832
tt2226283,5.7,2814
tt2226285,6.6,4433
tt2226301,5.1,1154
tt2226321,3.5,2658
tt2226342,7.8,27105
tt22263470,7.9,4071
tt2226397,5.8,1979
tt2226417,6.6,201055
tt2226437,7,1594
tt2226495,5.8,5029
tt2226519,5.2,4310
tt22265394,8.4,3791
tt2226597,6.4,87870
tt2226630,6.4,1050
tt2226666,3.1,3807
tt2228450,6.7,1392
tt2229167,7.2,4063
tt2229377,5.1,1194
tt2229499,6.5,254195
tt2229511,5.9,10606
tt22295836,6.5,1887
tt22296044,6.6,2643
tt2233979,4.8,1103
tt2234003,7.4,67466
tt2234025,6.5,5416
tt2234155,6.3,226016
tt2234222,8.3,123994
tt2234261,5.7,16693
tt2234428,7.3,1153
tt2234429,4.7,5960
tt2234451,6.2,2618
tt2234543,5.7,1303
tt2235108,6.1,27180
tt22352776,7,1124
tt22352848,5.5,11816
tt22352854,7.4,16366
tt22353382,7.2,2034
tt2235348,7.1,2238
tt2235372,6.3,2796
tt22353836,7.5,1449
tt2235695,6.1,49927
tt2235759,8.1,63339
tt2235779,5.1,22013
tt2235858,5,3578
tt2235902,6.5,6654
tt2235942,5,1057
tt2236054,6.6,9163
tt22360682,5.8,1126
tt2236126,5.6,2369
tt2236160,4.4,2573
tt2236182,3.6,3490
tt2236494,8,1202
tt22373148,7.9,14927
tt2237324,5.2,6885
tt22373732,6.4,1775
tt22375054,7,66650
tt2238032,5.6,23691
tt2238050,6.4,31078
tt2238470,4.9,3199
tt2238837,7.1,1630
tt2238839,6.8,2028
tt22392694,5.4,1065
tt22394694,4.1,2095
tt22394702,3.5,1944
tt22394800,7.2,2482
tt2239512,6.8,1283
tt2239822,6.4,208111
tt2239832,5.7,24213
tt22398528,2.7,1753
tt2239947,7.6,6786
tt2239949,7.4,2783
tt2239964,7.6,1040
tt22399738,5.5,1877
tt2256749,4.7,2064
tt2256811,6.2,1170
tt2257218,4.4,1218
tt2257436,4,1313
tt2257602,7.4,2396
tt2258233,5.8,1094
tt2258239,6,1363
tt2258281,7.5,13735
tt2258285,5.7,2353
tt2258337,7.7,30058
tt2258345,6.2,26192
tt2258465,6.6,2796
tt2258858,7.5,22251
tt2258904,8.3,7096
tt2259122,6.1,1074
tt2259268,5.6,1117
tt2259360,6.5,1209
tt2259665,8,1546
tt2259737,7.4,1743
tt2260254,2.2,1453
tt2260850,7.4,5176
tt2261227,7.9,200753
tt2261287,6.8,26453
tt2261331,6.4,42959
tt2261391,8,70855
tt2261434,6.3,2613
tt22408160,6.4,69234
tt2240991,7.8,4467
tt2241035,6.4,1983
tt2241116,5.9,1462
tt2241351,6.5,111588
tt2241403,5,2645
tt2241471,4.3,1353
tt2241557,5.5,1150
tt2241605,6.3,8734
tt2241676,7.1,3839
tt2241691,5.8,1505
tt2241750,5.6,1759
tt2242025,7.1,5478
tt2242176,4.8,2019
tt2242910,8.6,1264
tt2243260,4.7,1425
tt2243299,8,3008
tt2243361,5.3,1389
tt2243389,5.6,25470
tt2243393,6.7,3321
tt2243471,5.6,2000
tt2243537,5.1,54076
tt22436062,5.8,2060
tt2243621,5.4,3107
tt22437050,5.6,1843
tt22437106,7.2,1783
tt22437798,6,1381
tt2243900,4.4,4792
tt2243973,8.5,304589
tt22440764,6.3,1311
tt2244077,6.3,1413
tt22443976,7.4,1388
tt22444570,7.2,19692
tt2244495,8.5,23735
tt22445494,8.3,2490
tt22478818,5.7,6937
tt22479848,6.1,3106
tt22480126,6.8,4364
tt2248028,7.5,4787
tt22482764,7.9,1882
tt22485826,7.5,7493
tt22486094,7.1,1422
tt22487338,6.8,3718
tt2248739,6.7,3075
tt22488024,5.7,2702
tt22488414,4.7,1081
tt22488728,8,18009
tt2248944,6.2,2629
tt22489564,7.3,2370
tt2248977,6.3,4309
tt2249007,8.3,98895
tt22490428,6.9,1414
tt2249081,6,3192
tt2249221,6.7,20586
tt2249364,8.3,140151
tt22494914,5.2,3047
tt2249542,6.9,2532
tt22496012,4.6,1299
tt2249712,6.2,2141
tt22497768,6.7,4226
tt22497928,6.6,1077
tt22497964,4.3,1245
tt2249826,8,1204
tt22499672,5.7,1906
tt22500220,5.5,2364
tt2250034,7.4,3062
tt2250064,6.1,1396
tt2250160,6.7,1634
tt2250192,7.5,61257
tt2250234,4.9,3784
tt2250282,4.7,1674
tt22505214,6.6,3520
tt2250564,6.5,1076
tt22507216,7.3,1441
tt22507374,5.4,2367
tt22507484,6.4,3669
tt22507524,7.5,4827
tt2269368,6.8,2431
tt22694908,7,1750
tt22694968,7.7,2993
tt22695402,6.6,21825
tt22695428,6.8,2705
tt22696230,6.2,1251
tt22696582,6.3,1536
tt2271563,6.4,14898
tt2271565,3.7,1478
tt2271641,6.1,2376
tt2272336,4.2,2477
tt2272350,6.2,11234
tt2272367,7,2799
tt22726060,5.8,2359
tt22727518,7.2,28383
tt22728026,6.9,1818
tt2272918,6.1,5254
tt2273004,6.9,2093
tt2273024,6.9,1841
tt2273326,5.7,1061
tt2273657,6.3,75513
tt2273734,5.2,1007
tt22740896,6.7,29951
tt22741760,6.4,7820
tt22742070,6.3,2528
tt22742964,7,7492
tt22743064,5,13026
tt2274570,5.7,8317
tt2274604,6.9,1483
tt2274648,5.3,106740
tt22746676,7.1,6226
tt2278388,8.1,956018
tt2278392,6.9,3062
tt2278870,3.6,1966
tt2278871,7.6,172163
tt22789182,6.9,2084
tt2279306,7.9,1098
tt2279339,5.8,29853
tt2279373,6,66947
tt22796890,6.2,11287
tt22797582,7.5,24006
tt22797706,7.9,1538
tt2279786,7.6,3874
tt2279864,6.4,20457
tt2279922,5.3,2565
tt2280066,8.2,1144
tt22803220,6.3,1900
tt2280344,7.8,1834
tt22804760,8.3,7919
tt22804850,4.7,1876
tt22805590,3,2330
tt22806134,7.6,1132
tt22807194,5,1109
tt22807484,7.3,12325
tt2280964,5.8,1171
tt2281002,5.4,1276
tt2281065,6.2,2193
tt2281159,5.3,17658
tt2281309,6.8,1655
tt22813112,6.3,1255
tt2281345,6.6,5699
tt2281365,7.3,1029
tt2281375,7.7,29079
tt22814692,6.2,1643
tt2281551,6.8,1296
tt2281583,6.3,4477
tt2281587,6.4,39017
tt22817632,7.9,10566
tt22817698,6.7,1499
tt22872838,7.4,6910
tt22873516,4.6,1144
tt22873700,7.8,1112
tt22874848,6.1,9905
tt22876148,7.7,1931
tt2287655,6.1,1088
tt2287663,5.3,19069
tt2287675,5.8,2676
tt2287715,6.1,3790
tt2287973,4.6,3258
tt2288005,5.6,2745
tt2288050,2.6,7603
tt2288064,7.5,28638
tt2288121,4,3746
tt22889156,7.7,2723
tt22889164,5.8,1915
tt22889176,7.7,6275
tt22889928,5.1,3595
tt22890246,6.4,22232
tt2289131,8.4,1128
tt22892546,6,6284
tt22892896,6.1,3906
tt22893404,6.4,24449
tt2289518,8.4,1074
tt2289526,6.3,1044
tt2289538,6.4,2708
tt22898462,6.2,90277
tt22900124,5.7,1664
tt2290065,6,4903
tt2290113,6.8,1959
tt2290147,6,2538
tt2290151,7.1,1555
tt2290339,7.5,6898
tt2290397,6.7,2379
tt2290553,5.4,11189
tt2290567,6.7,2184
tt23026954,5.5,1521
tt2302755,6.5,305158
tt2302966,7.4,25361
tt23029874,6.9,1847
tt2303077,8.4,3092
tt2303110,2.4,1536
tt23032590,7.8,2205
tt23032890,7.6,5152
tt2303367,7.6,3805
tt23033802,6.7,2198
tt23036080,4.3,14440
tt23036426,5.7,5249
tt2303687,8.7,79662
tt23037488,4.8,4587
tt23037654,8.1,14172
tt2304098,5.4,1509
tt23043386,4,1255
tt2304406,7.7,1246
tt2304426,7.3,13147
tt2304459,6.5,2648
tt2304573,5.4,1129
tt2304589,7.7,78497
tt2304637,5.5,4057
tt2304655,7.1,7820
tt23047172,4,3332
tt2304771,7.1,29971
tt2304835,5.9,1010
