tconst,averagerating,numvotes
tt2304915,7.3,3058
tt23049206,6.5,3485
tt23049270,6.3,11736
tt23049322,5.1,1604
tt2304933,5.2,125451
tt2304953,5.7,21485
tt2305051,7.1,145465
tt23052532,6.6,6416
tt23052950,7.2,3429
tt23055142,7.3,42860
tt23055660,6.9,23441
tt23057702,6.7,1040
tt23058594,7.6,2996
tt2320924,5.4,1332
tt2320968,7.1,2617
tt2321163,6.3,7965
tt2321341,3.8,7221
tt2321405,7.8,32493
tt2321501,4.4,1056
tt2321502,6.2,6239
tt2321517,5.4,1365
tt2321542,7.4,6175
tt2321549,6.8,267874
tt2321596,7.4,4412
tt2321708,5.8,3225
tt23218054,4.5,2730
tt23219684,5.7,6892
tt23220552,6.8,9303
tt2322158,7.1,8786
tt23221806,7.1,14270
tt2322420,5.7,4629
tt2322441,4.2,353504
tt2322517,5.2,5887
tt2322641,5.8,1608
tt2323372,7.3,1127
tt23235340,8,1109
tt2323551,7.4,3295
tt2323836,7.3,3066
tt2323964,6.4,5044
tt2324384,7,3355
tt2324998,6.6,2332
tt2325002,5.2,3659
tt2325517,4.7,3602
tt2325518,3.5,5252
tt2325717,6.6,1516
tt2325741,6.7,3442
tt2325833,6,1668
tt2325846,7.9,15941
tt2325853,5.8,2886
tt2325977,5.2,10520
tt2325989,6,16313
tt2325993,3.7,1433
tt2326087,5.4,4285
tt2326517,8.7,2035
tt2326554,6.9,41035
tt2326574,5.3,3111
tt2326612,5.9,37291
tt2327239,5.7,3342
tt2327430,7.3,1832
tt2327804,5,1069
tt2328503,7.2,1411
tt2328505,6.6,1526
tt2328549,4.8,4528
tt2328678,5.2,7040
tt2328727,6.6,1019
tt2328745,4.5,1418
tt2328749,5.5,2487
tt2328813,6.5,6914
tt2328819,7.5,6412
tt2328841,3.3,1018
tt2328900,6.3,59710
tt23289160,7.7,199630
tt2328922,5.8,3053
tt2329077,7.3,5014
tt2329220,7.1,5490
tt2330322,6.2,14208
tt2330866,6.8,12277
tt2330927,7.3,7361
tt2331047,6.1,18507
tt2331066,6.2,1147
tt2331100,6.4,1128
tt2331143,7.8,30707
tt2331167,7.6,2095
tt2331880,6.3,1733
tt2261505,5.1,6374
tt2261719,5,1358
tt2261749,7.2,10911
tt2262126,7.1,1847
tt2262161,6.4,4237
tt2262175,5.6,1157
tt2262183,1.9,1198
tt2262227,7.2,83633
tt2262270,6.1,1314
tt2262308,6.7,26663
tt2262315,6.3,19789
tt2262345,7.2,4295
tt2262383,7.3,7727
tt2262456,8.2,7865
tt2262532,7.9,32351
tt2263058,7.5,4397
tt2263210,5.9,1028
tt2275071,8.3,6707
tt22750834,8.2,1509
tt22751230,6.7,6542
tt22754212,6.1,4810
tt2275471,5.2,2266
tt2275492,8.2,1184
tt22756480,7.1,1019
tt2275743,4.7,4248
tt2275794,4.9,4379
tt2275802,5.9,5541
tt2275813,7.2,2815
tt2275946,6.4,34977
tt2275990,7.9,15401
tt2276069,6,1179
tt2276095,6.7,1123
tt2276413,7.5,3686
tt2276587,8.4,2551
tt22767628,4.6,2973
tt2276778,5.2,4640
tt22768450,7.1,1011
tt2276860,5.5,1049
tt22769820,5.9,5617
tt22769974,4.8,1514
tt2277106,7.5,2750
tt22772712,5,1070
tt22773644,6.4,10033
tt22774688,3.1,1449
tt22776032,6.6,2947
tt22777288,6.3,1281
tt2277834,5.5,1783
tt22778346,5,2753
tt2277860,7.2,330172
tt2277932,3.8,1515
tt22780536,6.9,17649
tt2297604,7.4,2055
tt2297757,8.9,49130
tt2298224,5,1164
tt2298384,6.3,5454
tt2298394,4.1,1970
tt2298416,6.7,1923
tt2298477,6.2,4940
tt22986710,8,3654
tt22987820,6.6,3630
tt22987848,3.9,1101
tt2298820,6.8,1516
tt22988228,8.2,1240
tt2298919,7.7,1114
tt2298990,6.4,1138
tt2299141,7.3,2051
tt2299206,5.4,4377
tt2299248,6.7,2469
tt2299368,4.3,1232
tt2299842,7.1,16628
tt2299954,6.2,1052
tt2300165,7.6,4798
tt2300923,7.5,20886
tt2300975,5.4,27078
tt2301147,5.5,1300
tt2301155,6.1,8469
tt2301351,8.5,11029
tt2301592,7.4,9927
tt23016788,2.9,5552
tt2301807,7.1,1190
tt23018924,6.5,7130
tt2301900,3.9,1645
tt23022276,7,13450
tt23023596,5.9,4270
tt2302416,7,1480
tt23024514,8,1712
tt2312184,5.1,3180
tt2312262,6.6,1618
tt2312602,6.2,2554
tt2312718,6.5,140604
tt2312890,5.7,12199
tt2313189,3.7,3202
tt23136186,6,2954
tt23137390,5.8,59265
tt2313780,2,1778
tt23137904,5.3,62778
tt2313896,6.1,1138
tt23139038,8.6,9350
tt23144080,6.2,2384
tt23146644,4.2,3184
tt23147592,5.7,1260
tt2314792,7,6201
tt2314824,4.4,12868
tt2314886,4.2,3165
tt23149358,7.2,1167
tt2295750,5.4,1174
tt2295809,7.1,14333
tt2295953,6.5,5092
tt2296348,7.6,6114
tt2296404,6.1,3780
tt22964884,7,4777
tt2296682,7.3,30942
tt2296697,5.6,6030
tt2296709,5.8,1481
tt2296747,6.7,1340
tt2296777,5.3,15445
tt2296909,7.9,1986
tt2296935,4.9,1043
tt2297031,7.6,1426
tt2297063,5.8,1845
tt2297108,3.8,1348
tt2297164,5.8,3698
tt23060698,5.6,23545
tt23060796,5.5,7532
tt23061466,5.9,1977
tt2306299,8.5,634461
tt23063732,3.6,4513
tt23063986,6.2,1109
tt2306745,7.8,13737
tt2306783,6.8,3109
tt2306786,3.5,1423
tt2306836,4.9,1249
tt2307002,5.4,5809
tt2308260,5.7,4210
tt2308725,6.7,2833
tt2308733,3.5,14835
tt2308773,6.5,8752
tt2309021,5.9,23100
tt2309224,6.8,18302
tt2309260,4.3,22539
tt2309295,7,44438
tt2309302,7.1,6180
tt2309312,7.2,4829
tt2309320,7.8,4094
tt2309405,7.1,5381
tt2309600,6.4,8204
tt2309764,5.7,11465
tt2309788,7.6,6078
tt2309961,6.2,27405
tt2309987,5.3,4192
tt2310109,6.1,1800
tt2310212,7.7,17831
tt2310316,3.8,1306
tt2310332,7.4,612390
tt2310792,6.7,1148
tt2311348,6.2,1187
tt2311418,8.6,21945
tt2311454,8.4,2090
tt2311526,5.7,1337
tt2311530,3.9,1653
tt23118976,5.4,2158
tt2316465,7.5,1044
tt2316479,5.6,7358
tt2316548,5.3,17240
tt2316801,6.4,24138
tt2316868,6,1525
tt23172090,6.5,8028
tt2317225,6,32819
tt2317337,7.7,47762
tt23173980,4.7,3466
tt2317524,5.3,6162
tt23177868,5.9,10259
tt2317838,8.7,2457
tt2318092,6.2,49059
tt23181168,7.6,3495
tt23181388,8.1,7434
tt23181400,8.1,1430
tt23181418,7.6,1060
tt2318268,4.8,1175
tt23183388,6.2,2541
tt23183618,7.4,5655
tt2318401,5.6,1065
tt2318405,6.1,5337
tt2318527,5,10553
tt2318625,7.5,9833
tt2318701,6.5,1384
tt2319283,8.1,7077
tt2319580,7,20927
tt2319739,6.2,2787
tt2319760,7,2205
tt2319889,6.3,6745
tt2320073,4.1,1476
tt2320087,6.9,1131
tt2320220,8.1,6810
tt2332579,5.9,9494
tt2332604,1.8,1083
tt2332623,4.2,7096
tt2332707,6.4,3910
tt2332801,7.1,1383
tt2332831,5.1,4766
tt2332881,7.2,1166
tt2332883,6.9,2479
tt23330464,7.2,3213
tt23330554,4.6,12878
tt23333666,7.5,5049
tt23334464,6.5,6322
tt23334616,5.3,10540
tt2333508,3.5,2042
tt2333598,7.1,6628
tt2333784,6.1,204865
tt2333804,6,51519
tt2334090,5.3,1531
tt2334302,6.3,3525
tt23343786,5,2289
tt2334593,6.7,2110
tt2334649,7.5,90852
tt2334733,5.7,9314
tt2334779,6.7,1089
tt2334871,4.7,39113
tt2334873,7.3,219148
tt2334879,6.3,247577
tt2334896,6.8,8668
tt2336259,5.3,1077
tt2336352,6,2632
tt2336630,4.5,1501
tt2336846,6.2,1863
tt2336960,6.8,2751
tt2337458,5.5,1042
tt2337840,7.3,14941
tt2337841,5,5403
tt23379618,7.4,2055
tt2337981,7.2,4661
tt2345112,6.4,18551
tt23453382,8.3,2003
tt2345459,8.2,7240
tt2345481,7.6,4548
tt2345561,6.9,2472
tt2345567,5.9,19798
tt2345613,3.2,7080
tt2345721,4.3,1149
tt2345737,6.4,53999
tt2345759,5.4,220233
tt23458434,7,2725
tt23458804,5.8,2821
tt23461428,4.5,1582
tt2346169,7.4,2969
tt23468450,6.6,217088
tt23468836,7.4,6988
tt23469464,5.2,1280
tt2346947,7.6,1657
tt2347134,7,2996
tt2347144,6.2,2822
tt23472210,6,2648
tt23472724,7.4,1588
tt23472806,4.9,1163
tt2347285,6.8,8352
tt23474462,3.2,2438
tt2347497,5.2,10638
tt23475032,7.4,3315
tt23475174,7,13955
tt2347569,7.4,101513
tt23476446,6.6,4127
tt23476986,5.1,25391
tt23480510,5.8,2098
tt2348394,4.7,1971
tt2348531,9.3,5738
tt2348803,8.2,15192
tt23488694,7.7,14862
tt23489582,3.8,1946
tt23490532,5,1741
tt23490586,5.9,3191
tt2349144,6.4,27476
tt2349440,5.8,2284
tt2349460,6.1,3715
tt23556804,6.1,1966
tt23556972,6.6,3088
tt2355762,7.1,4030
tt2355765,6.7,1121
tt23557940,3.6,1307
tt23558084,4.2,4702
tt23558124,6,1354
tt2355823,6.3,7175
tt23558280,5.6,29424
tt2355844,7.2,10462
tt23561236,7.5,131757
tt2356180,8.2,78104
tt2356464,6.7,2529
tt2356777,8.8,741393
tt2356791,6.4,1615
tt2357129,6,106820
tt2357208,6.6,1933
tt23572542,4.8,1063
tt23572848,5.7,6079
tt2357291,6.3,109867
tt2357377,6.6,7936
tt23573936,6.5,1992
tt2357423,3.6,1061
tt2357453,6.7,2139
tt2357461,6.8,2060
tt2357472,8.2,2344
tt2357489,3.4,3133
tt2357547,7.8,237591
tt23576400,5.2,2134
tt23576878,7.9,1685
tt23577326,6.7,1482
tt2357770,5.8,1584
tt2357788,8,5198
tt2357790,6.4,1816
tt2357908,6.9,1582
tt2357926,5.9,5428
tt2357939,7.2,2045
tt2357958,4.7,3508
tt2358412,6.2,2937
tt2358456,7.5,1796
tt2358592,8.3,13836
tt2358629,7.6,2050
tt2358891,7.7,105221
tt2358911,7.7,13172
tt2358913,7.9,13118
tt2358925,5.4,36895
tt2359002,7,4448
tt2359024,7.1,85697
tt2359085,7.4,1359
tt2359137,3.5,2162
tt2359201,6.4,2105
tt2359381,4.6,1176
tt2359427,7.3,2167
tt2359704,8.5,50484
tt2359810,7.6,37701
tt2359814,7.9,1367
tt2360310,6,1143
tt23638596,7.6,2041
tt23638614,7,5702
tt23639696,4.5,1207
tt2364006,5.6,1121
tt23640230,7.1,2916
tt23642740,7.3,5738
tt23642744,5.3,5528
tt23644098,5.4,3205
tt23644332,4.8,1321
tt2364582,7.5,234114
tt23647024,8.4,2160
tt2364774,4.2,1185
tt23648404,5.4,1438
tt2364841,5.6,67054
tt2364842,3.2,3534
tt23648788,6,5857
tt2364897,4,11449
tt23649128,8.1,57820
tt2364949,5.3,3963
tt2364975,7.1,11746
tt2365580,6.5,27416
tt2365946,6.9,20162
tt2365971,6.1,1544
tt2366131,5.2,1053
tt2366308,7.5,2541
tt23664162,6.7,14907
tt2366450,7.5,14592
tt23664710,7.1,6180
tt2366608,5.7,19972
tt23666832,6,1923
tt2366806,2.3,1925
tt2367066,4.8,1640
tt23726308,7.2,1816
tt2372678,6.9,28220
tt23727320,7.2,1078
tt2372776,7.4,1462
tt23728056,7.6,2285
tt23728826,7.8,1571
tt23729238,7.2,4682
tt23730262,6.9,2964
tt23730842,6.6,1005
tt2373094,7.9,3563
tt23731242,5.8,2803
tt23732034,5.2,1119
tt23732458,7.3,8302
tt23735436,6,1482
tt23735438,6.5,1094
tt23736044,7.8,40009
tt2373743,7.1,1626
tt23739022,7.8,1782
tt23739418,7,1036
tt2374002,6.9,1084
tt23741080,6.1,1243
tt2374117,8.5,1191
tt2374144,8.3,3537
tt2374196,4.7,1476
tt23743442,8.7,8051
tt23744022,4.7,1643
tt2374486,6.6,2494
tt23745844,6.1,2113
tt23746764,6.4,1032
tt2374683,8.5,2705
tt2374744,6.3,2538
tt23747498,6.8,1295
tt2385115,7.6,1313
tt2385195,6.5,1560
tt23852952,5.8,1361
tt2314952,8,14152
tt23149640,6.6,1599
tt23149780,6.5,38514
tt2315152,7.2,9669
tt2315200,6.6,8276
tt23152082,7.1,4637
tt2315226,7.3,2980
tt2315236,5.9,1049
tt2315558,6.1,1634
tt2315582,6.2,12133
tt2315596,6.2,17180
tt2315628,6.3,1322
tt23157384,6,2595
tt2315850,4.6,1047
tt2316204,6.4,341609
tt2316238,7.1,1265
tt2316306,5.6,1605
tt2316411,6.9,236013
tt2338096,7,3158
tt2338151,8.1,220409
tt2338232,6.5,5539
tt23382644,6.4,1279
tt2338424,6.2,8722
tt2338454,5.6,21442
tt2338846,6.2,1412
tt2338864,6.8,2138
tt2339505,6.1,5568
tt2339608,7.7,6467
tt2339741,4.8,30403
tt23398348,6.5,1161
tt23398540,4.2,6678
tt2339875,6.9,2585
tt2340036,7.4,3733
tt2340298,8,1873
tt2340511,7.3,1488
tt2340650,7.1,4821
tt2340841,7.7,7476
tt2341219,7.1,1425
tt2341339,6.8,2089
tt2341375,8.1,3779
tt2341379,6.7,1735
tt2341664,4.8,3511
tt2341762,7.6,3479
tt2341766,5.8,4590
tt2341806,7,1335
tt2341819,2.2,1234
tt2341985,4.6,1019
tt2342207,5.3,1601
tt2342227,6.5,2133
tt23423222,7.7,2061
tt2342499,7.5,5898
tt2342652,7.8,4350
tt2342810,6.9,1291
tt2343137,6.7,2754
tt2343140,6,1647
tt2343157,6.3,4943
tt2343158,6.2,1364
tt2343266,7.1,1048
tt2343582,6.5,1133
tt2343601,7.1,1827
tt2343617,7,4389
tt2343621,6.7,1218
tt2343713,6,1192
tt2343793,6.3,30189
tt2344672,5.5,1806
tt2344678,1.8,9670
tt2344689,8.5,5747
tt2378453,5.5,4743
tt2378507,7.1,40629
tt23785128,4.4,2773
tt2378536,6.6,1388
tt2378794,7.4,14310
tt2378830,6.8,5145
tt23788642,7.8,3560
tt2378884,5.3,4602
tt23789874,6,1418
tt23789884,7.2,1103
tt23790418,5.5,6704
tt23790602,4.5,1278
tt23790696,3.8,9227
tt23790740,7.4,14522
tt2379080,6.6,1787
tt2379082,6.7,3401
tt23790924,6.4,3713
tt23791028,7,1400
tt2379308,8.1,25414
tt23793170,6.1,3027
tt2379318,6.3,1984
tt23793436,6.4,2240
tt2379386,3,2576
tt2379713,6.8,491978
tt2380207,6.8,5421
tt2380247,7.7,8281
tt2380303,6.5,1625
tt2380307,8.4,693612
tt2380331,6.6,11937
tt23804378,7.5,5388
tt23804696,6.9,13662
tt23805252,7.6,1008
tt2380564,6,3297
tt23805744,7.4,2114
tt23806182,4.6,1674
tt23806252,6.4,2454
tt23808016,4.8,1184
tt2381046,5.5,2896
tt23810972,6.7,2214
tt2381111,7.5,157768
tt2381213,5.4,2588
tt2381249,7.4,442818
tt2381287,7.7,2042
tt2381335,7.7,12651
tt2381355,4.8,1152
tt2381375,6.1,2256
tt2381931,4.5,3316
tt2381941,6.6,292959
tt2381962,2.5,1847
tt2381989,5.6,1915
tt2381991,6.1,125933
tt2382009,6.6,102915
tt2382108,5,1394
tt2382298,7.8,16688
tt2382320,7.3,481498
tt23319892,5.5,3100
tt2332514,6,1342
tt2332518,5.5,3008
tt2332522,6.5,3955
tt2350496,7.8,66955
tt2350736,5.4,1091
tt2350826,7.3,2791
tt2350892,5.8,10324
tt2351177,8.1,4616
tt2351310,6.6,15644
tt2351392,1.6,1073
tt2352230,6,2666
tt2352488,5,2869
tt2352802,5.4,7670
tt2353767,7,8412
tt2353868,6.8,12123
tt23541316,6.7,4908
tt2354181,6.1,3536
tt2354205,8.2,2342
tt2354215,5.7,1417
tt2354407,4.9,4394
tt23546622,6.6,1698
tt23546646,5.3,1098
tt23549436,5.7,2375
tt23553310,6.6,5646
tt23554840,7.1,25369
tt2355495,6.5,28781
tt2355540,7.2,4791
tt23556408,3.3,2538
tt2360446,4.8,2364
tt2360717,8.6,7795
tt2361094,5.6,1394
tt2361184,5.3,2320
tt2361190,8,1331
tt2361317,6.4,61998
tt2361509,7.1,305522
tt2361700,7.6,3875
tt2361746,6.3,4707
tt2361816,6.9,3109
tt2361846,7,1097
tt2362042,7.8,1193
tt2362062,7.1,1100
tt23621682,5,5456
tt2362231,8.5,3549
tt23625298,6.7,2169
tt2362694,7.8,3402
tt2362760,7.9,1614
tt2362778,6.7,4217
tt2362991,6.5,2483
tt23630030,6.3,1796
tt2363047,7.4,2624
tt2363178,6.4,2665
tt2363181,4.7,1307
tt2363213,5.8,9174
tt2363219,4.1,1851
tt2363439,4.3,1822
tt2363471,6.8,5715
tt23635174,6.1,2440
tt23635250,8.1,1863
tt2363564,6.2,1505
tt2363624,5.5,1365
tt23638090,7.2,1057
tt23638508,7.1,1198
tt2367813,7.2,1419
tt2367996,5.2,1484
tt2368254,6.7,22402
tt2368518,7.3,1221
tt2368525,5.7,1416
tt2368553,6,22331
tt2368606,4.5,1560
tt2368619,6.4,54727
tt2368635,6.1,3388
tt2368645,7,2982
tt2368672,7.1,9566
tt2368749,7.1,7356
tt2368920,7.4,1049
tt2369041,3.8,2595
tt2369047,7.3,2187
tt2369127,6.4,1490
tt2369135,6.4,185771
tt2369154,5.3,7556
tt2369205,6,5466
tt2369317,4.9,8855
tt2369396,5.5,7774
tt2369543,6.7,1017
tt2370034,6.1,1192
tt2370140,7.4,2819
tt2370224,7.4,2265
tt2370228,4.1,1488
tt2370230,6.1,3251
tt2370248,7.9,95093
tt2370718,7.9,4743
tt2370792,5.3,1368
tt23709962,5.6,1466
tt2371158,7.1,2235
tt2371381,7.6,1502
tt2371383,7.8,1054
tt2371399,6,1604
tt2371411,6.2,3807
tt2371486,6.6,6969
tt2371824,6.7,5582
tt2371834,6.6,5367
tt2372162,8,334582
tt2372182,5.5,1298
tt2372220,7.7,33778
tt2372222,5.9,76663
tt2372251,5.1,15550
tt23722792,4.6,4939
tt23723678,7.7,2364
tt23725386,8.6,7224
tt2374835,7.9,1836
tt2374902,7,8410
tt23752056,5.9,1764
tt23752132,6.9,3034
tt2375255,4,4488
tt23752726,7.9,1651
tt2375282,6.9,1004
tt23752842,6.8,2051
tt2375379,7.7,11302
tt2375417,4.6,1561
tt2375559,7.9,47625
tt2375574,6.2,14955
tt2375589,6.4,1346
tt2375605,8.2,43814
tt2375639,5.9,2142
tt2375692,8.2,124384
tt2375720,8,5802
tt2375858,7.3,1369
tt2376134,6.5,1400
tt2376218,5.8,14012
tt2376272,6.3,1106
tt2376516,7.2,1735
tt23769946,6.4,1657
tt23770030,7.8,24321
tt23770418,8.5,3491
tt23770642,8.5,1020
tt2377081,6.8,2171
tt23770924,7.2,2012
tt2377132,5.7,3456
tt23772282,6.8,1836
tt23772966,7.2,1735
tt2377322,6.2,90598
tt2377414,4,1168
tt2377452,7,2985
tt23778430,5.3,1688
tt23778542,6.2,1065
tt23778968,7,27148
tt2377938,8,62015
tt2378079,5.8,1299
tt23781186,6.2,1121
tt2378171,6.4,1747
tt2378177,6.3,2079
tt2378191,4.6,4797
tt23782140,7.7,5413
tt23782248,5.7,5503
tt23782584,7.5,19392
tt23782662,4.8,2361
tt2378281,7.5,34216
tt2378401,7.1,3663
tt2388558,7,1094
tt2388621,6.8,1572
tt2388637,6.4,23624
tt2388705,6.2,2364
tt2388715,6.5,148671
tt2388759,5.1,1082
tt2388771,6.5,68941
tt2388805,4.8,2924
tt2388819,6.8,3704
tt2388821,5.5,1162
tt2388986,6.5,8188
tt2389120,5.5,4062
tt2389162,4.2,1095
tt2389182,6.7,21368
tt23897324,6.1,3801
tt23897504,7.1,10989
tt23898856,5.1,1781
tt23900194,5.1,24697
tt2390237,6.2,20475
tt2390253,6.6,2997
tt2390276,8,1438
tt2390283,6,1060
tt2390334,7.3,4006
tt23903462,7.8,1617
tt2390361,7,69633
tt2390791,7.4,1775
tt2390962,7,4395
tt2391073,6.6,1018
tt2391224,7.7,13480
tt2391492,8.1,2036
tt2391833,7.2,1223
tt2392179,4.7,1107
tt2392261,8.7,3370
tt2392326,6.4,8932
tt2392385,4.6,3267
tt2392447,5.8,4406
tt2392672,6.9,7607
tt2392748,4.5,4664
tt2392810,6.2,1996
tt2392830,6.4,6643
tt2392846,2.3,1094
tt2392976,7.5,1998
tt2393012,4,1947
tt23931190,6.9,2371
tt2398143,7.3,1371
tt2398149,7.2,23027
tt2398231,6.6,38221
tt2398241,6,27197
tt2398249,5.6,26296
tt2398674,8.5,2161
tt23988936,7.2,4040
tt2399495,6,1002
tt2399776,8.3,5470
tt2399794,7.8,6400
tt2400002,6.7,2620
tt2400275,5.8,6633
tt2400283,6.9,8916
tt2400291,7.7,6178
tt2400377,8.1,1040
tt2400391,8.1,9051
tt2400463,6.6,128061
tt2400631,6.5,7250
tt2400685,6.6,2758
tt2400736,6.9,7691
tt2400894,6.9,3306
tt2401097,5.6,20691
tt2401129,6.5,1641
tt2401147,5.8,2471
tt2401162,7.7,3505
tt2401181,5.7,1786
tt2401223,7.3,1765
tt2401225,4,1068
tt2401256,8.4,191460
tt2401525,7.8,3630
tt2401585,6.3,2704
tt2401621,7.5,8037
tt2401715,6,4030
tt2401789,2.5,1118
tt24017902,4.7,1872
tt2401807,5,26319
tt24018168,8,1194
tt2401825,6.5,1269
tt2401878,7.2,78333
tt2401919,6.6,1804
tt2402061,7.3,8099
tt2402085,5.7,7278
tt2402091,6.8,5314
tt2402095,6.3,2288
tt2402101,6.2,49680
tt2402105,6.1,28144
tt2402129,7.1,4048
tt2402137,7.4,13765
tt2416424,5.7,1362
tt2416936,8.7,2392
tt24169886,6.2,42149
tt2417134,6.5,3324
tt2417154,8.2,1395
tt2417560,7.3,3785
tt24176060,6.4,28478
tt2417650,2.6,4079
tt2417712,5.8,15898
tt2417854,4.4,1489
tt2417970,3.8,1134
tt2418372,5.9,1392
tt2418440,6.2,5932
tt2418558,6,9106
tt24186344,8.8,2292
tt2419284,6.6,1411
tt2419354,4,1102
tt2419506,5.7,1119
tt2420006,6.5,1596
tt2420018,6.6,1157
tt2420124,5.7,3955
tt2420166,5.5,2140
tt2420756,6,9241
tt2420886,5.7,2248
tt2421012,7.6,1068
tt2421416,6.1,3704
tt2421662,7.2,4737
tt24216998,7,11379
tt24218194,5.3,1108
tt24218224,6.1,1021
tt24218264,8.1,1139
tt24223026,5.4,1435
tt24223982,6.6,4496
tt24224784,7.5,1190
tt24224910,6.5,1867
tt24224968,6.4,1280
tt24224996,6.5,1300
tt24225606,6.6,22779
tt24225846,6.4,5418
tt24226474,8,11711
tt24227018,4.5,3759
tt24227752,6.3,1575
tt2382396,6.8,53279
tt2382422,6.1,2895
tt2382598,7.3,2194
tt23826740,6.7,3227
tt2382978,6.9,1073
tt2383068,6.1,22855
tt2383662,6.4,1063
tt2384022,3.4,1195
tt23840230,6.9,1008
tt2384328,6.2,1066
tt23844450,8.6,1375
tt23845296,7.5,2665
tt2384530,6.5,1076
tt23846482,6.4,9065
tt23846664,4.9,2481
tt23846874,6.2,6174
tt2384811,8.4,55206
tt23849204,8.7,166978
tt23849582,6.4,2402
tt2385073,6,1234
tt2385074,4.6,2412
tt2385101,7.3,1112
tt2385104,7.2,10674
tt2402157,6.3,72935
tt2402179,6.6,2009
tt2402186,7.2,1688
tt2402200,7.1,1729
tt2402207,7.4,68337
tt24022296,6.1,1015
tt2402569,8.1,2185
tt2402600,7.1,1761
tt2402603,6.1,6256
tt2402619,5.1,1776
tt2402623,6.6,1677
tt2402927,7.3,152677
tt2402985,5.4,3136
tt2403021,5.4,54225
tt2403029,3.3,23937
tt2403201,8.9,5180
tt2403393,6.2,2081
tt2403439,5.9,1657
tt2403558,5.5,3253
tt24037020,7.4,1074
tt2403776,7.5,123727
tt2403809,7,1021
tt2403883,5.5,1637
tt2403961,5.8,6753
tt2404027,6.8,2247
tt2404029,6.8,2044
tt2404115,7.4,1152
tt2404171,6.8,1535
tt2404181,7.3,34678
tt2404217,7.3,3020
tt2404233,5.4,134679
tt2404299,5.2,3150
tt2404311,6.3,127437
tt2404425,7.3,65726
tt2404435,6.9,243618
tt2404461,7.7,52267
tt2404463,6.6,187637
tt2404465,6.9,12891
tt2404499,8.8,6098
tt2404519,3.6,1281
tt2404555,5.6,1138
tt2404583,4.4,3206
tt2404639,6.3,6208
tt2404721,8.8,1321
tt2404738,6.4,16155
tt2404801,7.2,1825
tt2405182,6.4,1345
tt24053860,8.1,125502
tt2405792,7.5,1057
tt24059512,7.8,4763
tt24059780,7.2,7132
tt24060354,5.9,2586
tt24060892,6,11257
tt2406252,7.1,21892
tt2406376,7.6,21425
tt2406566,6.7,218624
tt2406636,3.2,2200
tt2406676,5.8,4898
tt24067680,6.3,1626
tt24067986,6.9,1854
tt24068064,6.7,29304
tt24069594,6.9,2548
tt24069848,8,83149
tt2406986,6.7,1628
tt24070754,7.5,4894
tt2424028,5.4,1284
tt24243760,6.5,1592
tt24244300,5.2,2487
tt24244436,7,1283
tt24245466,3.3,1286
tt24245988,7,7604
tt24247526,7.4,1455
tt24248198,6.3,1831
tt24249072,5.5,6385
tt2424988,7.1,29320
tt24249946,6.7,6150
tt2425098,7.8,5605
tt24251630,8,5223
tt2425486,6.9,9840
tt2425852,5.7,1197
tt2425886,4.9,1437
tt24268454,6.8,78019
tt2427220,7.3,14251
tt2427502,6.2,6519
tt2427892,6.9,20017
tt2427968,6.4,1306
tt2428170,6.3,81924
tt2428246,6.6,1751
tt2429074,5.9,11729
tt2429144,7.7,1127
tt2429292,6.9,5901
tt2429640,5.1,4873
tt2429840,6.6,1215
tt2429870,4.3,1624
tt2430044,5.8,1608
tt2430104,7.5,1156
tt2431022,7.7,1950
tt2431286,7.6,106961
tt2431438,8.2,170546
tt2431934,6.7,1012
tt24516518,8.3,2393
tt24517458,7,6166
tt24517610,5,1330
tt24517830,4.7,27515
tt24517876,4.8,1347
tt2452042,7,53041
tt2452150,6.6,19269
tt2452200,6.4,30875
tt2452242,8.1,45569
tt2452244,5.9,76754
tt2452254,6.7,32418
tt2452386,7.3,85942
tt2452470,5,1557
tt2453016,2.4,2093
tt24532414,8,2470
tt2454430,6.6,1274
tt2455514,6.1,3688
tt2455546,7,9191
tt2456536,6.4,2475
tt2456720,5.2,1291
tt2457138,3.6,1924
tt2457282,7.8,4818
tt24577462,5.2,16606
tt24578016,7.7,6454
tt2458106,6.1,14133
tt2458314,6.5,2203
tt2458776,7.3,7331
tt23853982,6.5,19460
tt23856264,6.7,1084
tt23856916,7.4,2585
tt2385752,5.8,1090
tt2385882,6.3,1365
tt2385952,4.9,1325
tt2386237,4.9,19482
tt23862640,5.1,1611
tt2386278,5.1,8971
tt2386285,6,5868
tt2386327,6.2,1492
tt2386354,5.1,1234
tt2386404,6.3,23294
tt23864864,6.5,2800
tt2386490,7.4,175863
tt23865712,6.2,6115
tt23865942,3.9,1649
tt2386826,7.3,2186
tt23871504,6.7,1406
tt23872640,4.6,6641
tt23872886,7,62533
tt2387408,5.2,6972
tt2387433,6.3,84333
tt2387495,7.3,2270
tt2387499,5.9,71686
tt2387513,6.7,5790
tt23875342,6.3,2973
tt23875550,6.6,5985
tt2387559,6.3,85492
tt23875604,7.9,1155
tt2387589,4.3,1134
tt2387612,7.6,1225
tt2387627,7.5,1472
tt23876278,6,1053
tt2387692,6,1220
tt2387806,6.8,1966
tt2393775,5.7,1369
tt2393805,6.5,1072
tt2393813,7.6,18247
tt2393827,5.5,17974
tt2393845,5.8,24754
tt2394021,6.3,1090
tt2394063,6.7,4221
tt2394340,7.7,3050
tt23950956,7.2,6854
